Player,Salary,Signed Using,Guaranteed,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Rodney McGruder,1312611,Minimum Salary,"$1,312,611",SG,26,MIA,15,258,12.4,0.623,0.484,0.094,3.5,8.3,5.9,6.9,1.6,0.7,5.7,12.3,0.4,0.3,0.7,0.131,0.3,-0.6,-0.3,0.1
Rodney Hood,2386864,1st Round Pick,"$2,386,864",SG,25,UTA,39,1084,15.2,0.551,0.475,0.176,1.5,10.1,5.8,10.4,1.4,0.6,9.6,27.4,0.6,1.2,1.9,0.082,0.5,-2.2,-1.7,0.1
Rodney Hood,2386864,1st Round Pick,"$2,386,864",SG,25,TOT,58,1576,14.4,0.545,0.447,0.162,1.6,9.8,5.8,9.7,1.4,0.6,8.1,24.6,1.1,1.4,2.5,0.077,0.2,-2.2,-2.1,0
Rodney Hood,2386864,1st Round Pick,"$2,386,864",SG,25,CLE,19,492,12.6,0.53,0.368,0.121,1.8,9.2,5.6,8.2,1.3,0.9,3.4,18.7,0.5,0.2,0.7,0.067,-0.5,-2.4,-2.9,-0.1
Robin Lopez,13788500,Cap Space,"$28,146,250",C,29,CHI,64,1690,14.7,0.552,0.022,0.14,8.2,10.2,9.2,12.3,0.4,2.8,13.5,20.4,1.2,0.8,2,0.057,-1.6,-0.2,-1.9,0.1
Robert Covington,16698103,Cap Space,"$63,577,230",PF,27,PHI,76,2408,12.8,0.562,0.656,0.162,2.5,15.3,9.1,8.7,2.6,2.2,12.3,17.5,1.5,4.2,5.7,0.113,0.4,2,2.4,2.7
Ricky Rubio,14275000,1st Round Pick,"$29,250,000",PG,27,UTA,73,2185,15,0.533,0.33,0.307,2.2,15.2,8.8,28.3,2.6,0.4,18.3,22.8,1.2,3.5,4.7,0.103,-0.1,1.5,1.3,1.8
Richaun Holmes,1471382,Cap Space,"$1,471,382",C,24,PHI,44,668,16.8,0.566,0.144,0.236,8.6,22,15.5,12.8,1.3,3.2,8.4,16.7,1.3,1.1,2.4,0.175,-0.5,1.9,1.4,0.6
Richard Jefferson,2500000,,"$2,500,000",SF,37,DEN,20,163,6.3,0.499,0.259,0.259,1.4,10.4,5.9,12,0.6,0.5,14.3,9.3,0.1,0,0.1,0.028,-3.8,-2.1,-5.9,-0.2
Reggie Jackson,16000000,Bird Rights,"$51,130,434",PG,27,DET,41,1084,15.5,0.516,0.294,0.231,2.7,9.3,5.9,32.1,1.1,0.3,14.3,27.4,0.7,0.9,1.6,0.069,0.5,-2.1,-1.6,0.1
Reggie Hearn,0,,$0,SG,26,DET,2,3,44.3,1.5,1,0,0,0,0,0,0,0,0,14.7,0,0,0,0.238,20.5,-6.6,13.9,0
Reggie Bullock,2500000,Cap space,"$2,500,000",SF,26,DET,62,1732,13.6,0.615,0.515,0.09,1.7,8.3,4.9,8.4,1.4,0.7,7.6,15.7,2.8,1.5,4.3,0.118,1.3,-0.6,0.7,1.2
Raymond Felton,2328652,Minimum Salary,"$2,328,652",PG,33,OKC,79,1324,13.2,0.492,0.41,0.08,2,11.1,6.4,22.9,1.8,1,11.5,20.4,0.9,1.3,2.2,0.08,-1.1,-1.8,-2.8,-0.3
Raul Neto,1471382,,"$1,471,382",PG,25,UTA,39,478,12.3,0.554,0.313,0.224,1.7,9.4,5.6,23.2,1.2,0.7,16.5,18.3,0.4,0.5,0.9,0.094,-1.7,-1.3,-3.1,-0.1
Rashad Vaughn,1889040,,"$1,889,040",SG,21,BRK,1,4,4.1,,,,0,0,0,31.8,0,0,,0,0,0,0,0.104,-7.6,-8.5,-16.1,0
Rashad Vaughn,1889040,,"$1,889,040",SG,21,MIL,22,173,11.1,0.56,0.7,0.12,1.4,10.2,5.8,9.9,1.2,1.5,7.1,14.8,0.2,0.1,0.3,0.073,-0.5,-2.8,-3.3,-0.1
Rashad Vaughn,1889040,,"$1,889,040",SG,21,TOT,28,212,9.3,0.546,0.661,0.107,1.6,9.9,5.8,8.7,1.2,1.2,9.3,13.8,0.1,0.1,0.2,0.05,-1.9,-2.9,-4.7,-0.1
Rashad Vaughn,1889040,,"$1,889,040",SG,21,ORL,5,35,1.1,0.417,0.333,0,3.1,9.5,6.3,0,1.4,0,25,10,-0.1,0,-0.1,-0.069,-8,-2.4,-10.3,-0.1
Ramon Sessions,2328652,,"$2,328,652",PG,31,WAS,14,224,14.2,0.524,0.238,0.651,2.5,7.6,5.1,29.8,1.6,0.4,15.6,19,0.3,0.1,0.5,0.103,-1.1,-2.6,-3.7,-0.1
Ramon Sessions,2328652,,"$2,328,652",PG,31,NYK,13,167,6.2,0.403,0.208,0.283,0.7,11.3,6,22,2.1,0.5,20.1,19.5,-0.3,0.1,-0.2,-0.065,-5.9,-1.3,-7.2,-0.2
Ramon Sessions,2328652,,"$2,328,652",PG,31,TOT,27,391,10.8,0.473,0.224,0.483,1.7,9.1,5.5,26.5,1.8,0.4,17.6,19.2,0,0.3,0.3,0.031,-3.2,-2,-5.2,-0.3
Rajon Rondo,3300000,MLE,"$3,300,000",PG,31,NOP,61,1591,14.9,0.519,0.303,0.094,2,14.4,8.4,41.6,1.8,0.5,22.6,16.8,1.7,1.5,3.2,0.095,-0.6,-0.9,-1.5,0.2
R.J. Hunter,0,,$0,SG,24,HOU,4,15,-4.4,0,0.75,0,0,7.5,3.8,16.5,3.3,0,0,11.8,-0.1,0,0,-0.156,-9.5,-0.3,-9.7,0
Quinn Cook,100000,,"$100,000",PG,24,GSW,29,597,13.4,0.6,0.41,0.102,1.6,10.1,6.2,16.7,0.9,0.1,10.8,17.7,1,0.4,1.4,0.11,0.7,-2.7,-2,0
Quincy Pondexter,3853931,,"$3,853,931",SF,29,CHI,23,196,4,0.398,0.449,0.347,4.2,10.7,7.4,6.3,2,0.9,16.3,15,-0.3,0.1,-0.2,-0.046,-6.1,-0.6,-6.6,-0.2
Quincy Acy,1709538,,$0,PF,27,BRK,66,1270,7.5,0.51,0.797,0.173,3.1,17.2,10.1,5.9,1.1,1.6,14.1,14.3,-0.4,1,0.6,0.024,-2.5,-0.3,-2.8,-0.2
PJ Dozier,0,,$0,PG,21,OKC,2,3,-5,0.5,0,0,0,38.3,18.5,0,0,0,33.3,42.9,0,0,0,-0.403,-23.5,-10.5,-34,0
Paul Zipser,1312611,Cap Space,"$1,312,611",SF,23,CHI,54,824,5.2,0.444,0.47,0.111,1.6,15.9,8.5,8,1.2,1.6,14.9,15.2,-1.2,0.6,-0.6,-0.033,-5.5,-0.3,-5.8,-0.8
Paul Millsap,31269231,Cap space,"$61,000,000",PF,32,DEN,34,1008,18.2,0.564,0.258,0.36,6.3,18.3,12.3,14.6,1.9,3.3,12.9,22.4,1.5,1,2.5,0.12,0.6,0.8,1.4,0.9
Paul George,19508958,1st Round Pick,"$19,508,958",SF,27,OKC,76,2779,18.4,0.566,0.447,0.3,2.7,15,8.7,14.7,2.8,1.2,12.3,25.6,4.5,3.8,8.3,0.143,2.3,0.1,2.4,3.1
Pau Gasol,16000000,,"$38,700,000",C,37,SAS,74,1753,19,0.54,0.189,0.331,7.9,30.3,19,20,0.6,3.7,13.3,20.7,2.6,3.2,5.8,0.158,-0.2,3.3,3.1,2.3
Patty Mills,10714286,Bird Rights,"$48,000,000",PG,29,SAS,79,2018,12.1,0.562,0.606,0.178,1.4,7,4.1,16.1,1.3,0.5,12.4,17.8,2.1,2.1,4.2,0.099,1,-1.3,-0.2,0.9
Patrick Patterson,5192000,MLE,"$10,643,600",PF,28,OKC,79,1234,9.7,0.545,0.638,0.165,2.7,14.5,8.4,5.8,1.9,1.7,10.3,10.8,1,1.4,2.4,0.092,-1.8,0.3,-1.5,0.2
Patrick McCaw,1312611,Minimum Salary,"$1,312,611",SG,22,GSW,57,961,7.4,0.477,0.356,0.151,2,7.1,4.8,10.6,2.2,0.8,14.6,12.8,-0.3,0.9,0.6,0.031,-2.9,-0.4,-3.3,-0.3
Patrick Beverley,5513514,Bird Rights,"$5,513,514",SG,29,LAC,11,334,12.3,0.53,0.504,0.143,5.4,9.4,7.4,13.8,2.6,1.2,16.5,19.6,0.1,0.3,0.4,0.057,0.4,0.3,0.7,0.2
Pat Connaughton,1471382,Minimum Salary,"$1,471,382",SG,25,POR,78,1432,9.3,0.535,0.542,0.113,2.6,9,5.8,8.9,0.7,1.2,9.3,13.5,1.1,1.2,2.3,0.077,-0.9,-0.6,-1.5,0.2
Pascal Siakam,1312611,1st Round pick,"$2,857,562",PF,23,TOR,77,1577,14.9,0.554,0.268,0.178,5.5,18.8,12.2,13.3,1.9,2,11,15.9,2.1,2.3,4.5,0.136,0.1,2.1,2.2,1.7
P.J. Tucker,7590035,MLE,"$26,477,799",SF,32,HOU,78,2170,8.4,0.537,0.692,0.145,4.6,17.4,11,4.6,1.8,0.9,13.3,10.3,1,2.8,3.8,0.083,-1.3,1.5,0.2,1.2
Otto Porter,24773250,Bird Rights,"$78,035,739",SF,24,WAS,74,2349,18.4,0.601,0.357,0.145,4.7,18,11.4,10,2.4,1.4,7.1,18.4,4.9,3,7.9,0.161,2.5,1.1,3.6,3.3
Omri Casspi,2106470,Minimum Salary,"$2,106,470",SF,29,GSW,53,740,15.5,0.632,0.106,0.333,4.9,23.9,15.1,9.5,1.2,2,13.5,16.3,1.2,1,2.2,0.143,-1.4,0.2,-1.3,0.1
Omer Asik,10595505,Bird Rights,"$24,882,021",C,31,NOP,14,121,4.5,0.423,0,0.75,6.5,26.1,16.6,2,0.4,1.3,19,9.4,-0.1,0.1,0,0.006,-7.4,-0.8,-8.2,-0.2
Okaro White,1312611,,"$1,312,611",PF,25,MIA,6,80,8.9,0.577,0.688,0.188,4.2,11.2,7.7,3.5,0.6,1.1,5.5,10.3,0.1,0.1,0.2,0.098,-1.5,-1.3,-2.8,0
OG Anunoby,1645200,1st Round Pick,"$3,597,960",SF,20,TOR,70,1389,9.5,0.575,0.565,0.183,3.3,9.9,6.6,5.2,1.8,0.6,10.8,12.3,1.1,1.5,2.6,0.09,0,0.3,0.3,0.8
Norman Powell,1471382,Cap Space,"$31,821,110",SG,24,TOR,66,1003,8.4,0.496,0.489,0.11,1.5,10.8,6.2,11.5,1.6,1.2,14.5,18.9,-0.6,1.1,0.5,0.026,-2.5,-0.5,-3,-0.3
Noah Vonleh,3505233,1st Round Pick,"$3,505,233",PF,22,CHI,21,399,13.9,0.484,0.435,0.196,9.1,30.3,19.3,8,1.6,1.3,9.6,18.1,0,0.5,0.5,0.061,-2.6,-0.1,-2.7,-0.1
Noah Vonleh,3505233,1st Round Pick,"$3,505,233",PF,22,TOT,54,875,12.8,0.509,0.282,0.248,8.6,30.1,19.2,5.7,1.1,1.6,10.7,14.5,0.5,1.2,1.7,0.091,-3.4,0.3,-3.1,-0.2
Noah Vonleh,3505233,1st Round Pick,"$3,505,233",PF,22,POR,33,476,12,0.543,0.063,0.323,8.1,30,19.2,3.8,0.6,1.9,12,11.5,0.5,0.7,1.2,0.116,-4,0.6,-3.4,-0.2
Nikola Vucevic,12250000,Bird Rights,"$25,000,000",C,27,ORL,54,1619,19.7,0.536,0.25,0.115,6.6,27.6,17,19.3,1.6,2.9,11.1,25.9,1.3,2.2,3.5,0.104,0.6,2,2.6,1.9
Nikola Mirotic,12500000,Cap space,"$25,000,000",PF,26,TOT,51,1352,17.8,0.567,0.525,0.21,4.1,24,14.1,8.7,1.4,2.2,8,23.2,1.6,1.5,3.2,0.113,0.9,-0.8,0.1,0.7
Nikola Mirotic,12500000,Cap space,"$25,000,000",PF,26,CHI,25,622,22,0.624,0.533,0.262,3,25.1,13.7,11,1.2,1.9,8.4,25.7,1.5,0.6,2.1,0.16,3.3,-1.3,1.9,0.6
Nikola Mirotic,12500000,Cap space,"$25,000,000",PF,26,NOP,26,730,14.1,0.51,0.518,0.16,5.1,23.1,14.4,6.6,1.5,2.5,7.6,21.1,0.2,0.9,1.1,0.074,-1.1,-0.3,-1.4,0.1
Nikola Jokic,1471382,,"$1,471,382",C,22,DEN,71,2288,24.4,0.607,0.279,0.317,9.2,27.7,18.4,29.2,1.8,2.1,15.8,24.1,7.3,2.6,9.9,0.208,4.8,2.1,6.9,5.1
Nik Stauskas,3807146,1st Round Pick,"$3,807,146",SG,24,PHI,6,45,0.9,0.41,0.25,0.5,0,2.3,1.2,2.7,4.3,0,45,8.4,-0.1,0.1,0,-0.044,-7.4,2.5,-4.8,0
Nik Stauskas,3807146,1st Round Pick,"$3,807,146",SG,24,BRK,31,414,10,0.559,0.682,0.155,0.8,13.8,7.2,10.9,0.5,0.5,11.6,16.3,0.2,0.2,0.4,0.044,-1.5,-2.3,-3.7,-0.2
Nik Stauskas,3807146,1st Round Pick,"$3,807,146",SG,24,TOT,37,459,9.1,0.554,0.669,0.165,0.7,12.6,6.6,10.1,0.8,0.5,13.4,15.5,0.1,0.2,0.3,0.035,-2,-1.8,-3.9,-0.2
Nigel Hayes,92160,,$0,SF,23,LAL,2,11,9.8,0.436,0.667,0.333,0,0,0,24.2,0,0,0,13.3,0,0,0,0.069,-3.5,-9.3,-12.9,0
Nigel Hayes,92160,,$0,SF,23,TOR,2,6,34.9,1.5,1,0,0,0,0,0,0,0,33.3,21.9,0,0,0,0.02,14.4,-6.4,8,0
Nigel Hayes,92160,,$0,SF,23,TOT,6,60,2.4,0.362,0.611,0.167,1.8,8,4.7,11,0,1.6,9.4,15.7,-0.2,0,-0.2,-0.134,-6,-4.1,-10,-0.1
Nigel Hayes,92160,,$0,SF,23,SAC,2,43,-4,0.18,0.538,0.154,2.5,11.1,6.6,9.2,0,2.2,6.7,15.5,-0.2,0,-0.2,-0.207,-9.4,-2.4,-11.8,-0.1
Nicolas Brussino,1312611,,"$1,312,611",SF,24,ATL,4,10,-4.6,0,1,0,0,33.5,16.8,0,0,0,0,8.7,0,0,0,-0.18,-13.8,-4.8,-18.6,0
Nicolas Batum,22434783,Cap Space,"$72,000,000",SG,29,CHO,61,1918,14.3,0.518,0.422,0.204,3,13.8,8.3,26,1.6,1,15,18.2,1.6,1.7,3.3,0.082,0.8,0.4,1.2,1.6
Nick Young,5192000,MLE,"$5,192,000",SG,32,GSW,76,1307,10.1,0.562,0.669,0.123,1.8,7.5,4.8,3.5,1.3,0.4,7.3,18,0.7,0.9,1.6,0.059,-0.2,-3.4,-3.7,-0.5
Nick Collison,2328652,Minimum Salary,"$2,328,652",PF,37,OKC,13,72,13.8,0.666,0,0.421,8.9,20.7,14.6,8.6,0,0,23.7,17.6,0.1,0,0.1,0.08,-3.2,-2.8,-6,-0.1
Nerlens Noel,4187599,1st Round Pick,"$4,187,599",C,23,DAL,30,472,16.2,0.558,0.01,0.267,11,29.1,19.8,6.3,3.3,4.1,18.1,13.8,0.4,1,1.3,0.137,-3.4,4.6,1.2,0.4
Nene Hilario,3477600,Non-Bird Rights,"$10,954,440",C,35,HOU,50,732,17,0.604,0.009,0.442,8.1,18.5,13.3,9.6,1.8,1.6,11.7,19,1.6,1,2.6,0.17,-1.2,0.6,-0.6,0.3
Nemanja Bjelica,3949999,MLE,"$3,949,999",PF,29,MIN,63,1286,12.9,0.598,0.49,0.13,4.2,19.1,11.6,8.6,1.7,1,12,14.3,1.7,1,2.7,0.1,0.8,-0.2,0.6,0.8
Naz Mitrou-Long,92160,,"$50,000",SG,24,UTA,1,1,134.1,1.5,1,0,0,0,0,0,0,0,0,45.1,0.1,0,0.1,2.713,68.7,-14.3,54.4,0
Nate Wolters,50000,,"$50,000",PG,26,UTA,5,19,-2.9,0.167,0,0,6.1,5.9,6,7.1,0,0,0,14.2,-0.1,0,-0.1,-0.141,-10.3,-2.2,-12.5,-0.1
Myles Turner,2569920,1st round pick,"$5,980,204",C,21,IND,61,1761,17.6,0.581,0.241,0.333,5.9,20.1,13.1,7.2,1.1,5.7,11.5,20.1,2.6,2.5,5,0.137,-0.6,1.9,1.4,1.5
Myke Henry,0,,$0,SF,25,MEM,16,301,8.7,0.464,0.553,0.118,3,8.7,5.8,8.6,3.7,1.6,15.2,15.7,-0.3,0.3,0,0.005,-2.8,0.8,-2,0
Montrezl Harrell,1471382,,"$1,471,382",C,24,LAC,72,1190,24.9,0.656,0.012,0.417,9.3,17.1,13.3,9.2,1.3,3.3,9.8,23.8,4.1,1.2,5.3,0.213,2.4,-0.1,2.3,1.3
Monte Morris,0,,$0,PG,22,DEN,3,25,27.1,0.727,0.167,0.333,0,9,4.5,41.1,5.9,0,12.7,13.7,0.1,0,0.2,0.31,3.7,-1.7,2,0
Mirza Teletovic,10500000,,"$21,000,000",PF,32,MIL,10,159,13.5,0.623,0.789,0,2.2,14.8,8.5,9.5,1.3,0.5,10.9,18.2,0.2,0.1,0.3,0.09,1.6,-3.3,-1.7,0
Mindaugas Kuzminskas,3025035,,"$3,025,035",SF,28,NYK,1,2,-41.1,0,0,0,0,0,0,0,0,0,0,43.6,0,0,0,-1.063,-36.5,-12.7,-49.2,0
Milton Doyle,0,,$0,SG,24,BRK,7,75,4.5,0.321,0.483,0.172,2.8,14.3,8.5,9.8,2.6,1,6,19.1,-0.2,0.1,-0.1,-0.089,-6.4,-0.6,-6.9,-0.1
Milos Teodosic,6000000,MLE,"$6,000,000",PG,30,LAC,45,1134,11.7,0.564,0.644,0.128,1.6,10.5,6.1,26.2,1,0.4,20.3,18.2,0.9,0.5,1.4,0.061,0.7,-2,-1.3,0.2
Miles Plumlee,12500000,Bird Rights,"$37,500,000",C,29,ATL,52,888,10.7,0.57,0,0.328,9.6,18.5,14,7.3,0.9,2.9,23.7,13.1,0.1,0.7,0.8,0.042,-3.9,1.4,-2.5,-0.1
Mike Scott,1709538,Minimum Salary,"$1,709,538",PF,29,WAS,72,1320,13.7,0.608,0.313,0.14,3.7,15.8,9.8,8.9,0.8,0.7,12.8,19.8,1.4,1,2.3,0.085,-0.4,-1.7,-2.2,-0.1
Mike Muscala,5000000,Cap space,"$5,000,000",C,26,ATL,50,984,14.6,0.599,0.526,0.203,6,18.3,12.2,7,1.5,2.3,11,15.8,1.4,0.9,2.3,0.112,0,0.2,0.2,0.6
Mike James,87552,,"$87,552",PG,27,NOP,4,18,3.5,0.222,0.111,0,6.2,0,3,43.8,2.7,0,10,24.1,-0.1,0,-0.1,-0.148,-7.7,-4.7,-12.4,0
Mike James,87552,,"$87,552",PG,27,PHO,32,669,14.2,0.476,0.311,0.269,1.9,12.6,7.1,29.1,1.9,0.8,12.1,25.1,0,0.3,0.3,0.021,-0.7,-1.7,-2.4,-0.1
Mike James,87552,,"$87,552",PG,27,TOT,36,687,13.9,0.469,0.305,0.262,2,12.2,7,29.5,2,0.8,12,25.1,-0.1,0.3,0.2,0.016,-0.8,-1.8,-2.7,-0.1
Mike Conley,28530608,Cap Space,"$113,989,729",PG,30,MEM,12,373,15.5,0.52,0.458,0.393,0,8.6,4.2,22.3,1.6,0.8,8.4,25.9,0.4,0.2,0.6,0.079,1.2,-3.4,-2.2,0
Michael Kidd-Gilchrist,13000000,1st Round Pick,"$26,000,000",SF,24,CHO,71,1778,12.6,0.534,0.004,0.296,4.9,13.2,9,6,1.3,1.5,7.6,16.4,1.6,1.5,3.1,0.083,-2.1,0.3,-1.8,0.1
Michael Carter-Williams,2700000,Bi-annual Exception,"$2,700,000",PG,26,CHO,52,835,10.9,0.446,0.258,0.389,4.7,13.4,8.9,19.5,2.6,2.3,16.2,16.6,-0.2,1.1,0.8,0.048,-2.6,2,-0.7,0.3
Michael Beasley,2116955,Minimum Salary,"$2,116,955",PF,29,NYK,70,1582,17.7,0.557,0.101,0.195,6.3,21.5,13.9,12.4,1,2.2,14.1,26.8,0.9,1.4,2.2,0.068,-1.1,-0.6,-1.7,0.1
Meyers Leonard,9904495,Cap Space,"$31,786,516",C,25,POR,30,237,16.8,0.661,0.333,0.139,5.1,24.2,14.8,10.6,1.3,0,11.6,16,0.6,0.3,0.9,0.181,0.6,-0.3,0.3,0.1
Maxi Kleber,815615,Minimum Salary,"$815,615",PF,26,DAL,69,1155,12.9,0.567,0.407,0.203,6.3,14.8,10.4,6.1,1.1,3.4,7.9,13.5,1.5,1.2,2.6,0.11,-1.2,1.2,0,0.6
Maurice Harkless,10162922,Cap Space,"$32,511,235",SF,24,POR,59,1264,12.6,0.596,0.397,0.199,4,9.9,7,6,1.9,2.8,11,12.6,1.6,1.6,3.2,0.122,-0.2,2,1.8,1.2
Matthew Dellavedova,9607500,Cap Space,"$28,822,500",PG,27,MIL,37,702,8.7,0.506,0.517,0.168,2.2,8.4,5.3,27.3,1,0,23.1,13.4,0.3,0.2,0.5,0.034,-2.2,-3.6,-5.8,-0.7
Matt Williams,50000,,"$50,000",SG,24,MIA,3,11,-0.7,0.417,0.833,0,0,10.2,5.1,0,0,0,14.3,28.6,-0.1,0,0,-0.196,-8.6,-8.6,-17.1,0
Matt Costello,0,,$0,C,24,SAS,4,32,9.7,0.5,0,0,3.4,27.9,15.6,8.3,3.2,5.2,20,7,0,0.1,0.1,0.128,-5,6.6,1.7,0
Mason Plumlee,14041096,Cap space,"$41,000,000",C,27,DEN,70,1373,16.8,0.582,0.003,0.48,10.3,21,15.6,14.6,1.7,4.7,18.8,16.6,1.7,1.6,3.3,0.115,-1,2.6,1.6,1.3
Marvin Williams,13168750,Cap Space,"$27,256,250",PF,31,CHO,75,1941,13.3,0.593,0.537,0.223,3.9,16.4,10,6.7,1.3,1.5,9.7,14.5,2.7,1.8,4.5,0.11,0.7,0.4,1.1,1.5
MarShon Brooks,86119,,$0,SG,29,MEM,3,76,38.1,0.733,0.405,0.31,4.5,4.7,4.6,32.6,3.3,1.2,7.7,30.6,0.5,0.1,0.6,0.365,13.5,-2.9,10.6,0.2
Marshall Plumlee,100000,,"$100,000",C,25,MIL,8,52,10.9,0.697,0,5.333,9.1,29.3,19.3,4.8,0,1.6,23,11.4,0.1,0,0.2,0.143,-3.7,-2,-5.7,0
Marreese Speights,2116955,Minimum Salary,"$2,116,955",C,30,ORL,50,647,13.9,0.541,0.678,0.158,3.4,18.7,11,9.5,0.5,2.7,9.4,26.9,0.2,0.5,0.7,0.052,0.3,-3,-2.7,-0.1
Marquis Teague,83129,,$0,PG,24,MEM,3,74,5.8,0.302,0.25,0.313,1.5,8,4.7,24.9,2.7,0,14.2,12.9,-0.1,0.1,-0.1,-0.036,-5.8,-1.5,-7.3,-0.1
Marquese Chriss,3073800,1st Rd pick,"$6,279,960",PF,20,PHO,71,1501,10.8,0.504,0.401,0.319,5.1,22.8,13.8,8.1,1.6,3.8,16.6,17.9,-0.9,1.5,0.6,0.018,-3.5,1.3,-2.1,-0.1
Markieff Morris,8000000,Bird Rights,"$16,600,000",PF,28,WAS,69,1872,13.3,0.573,0.298,0.181,4.3,19.3,11.8,10.8,1.4,1.8,15.2,19.3,1.1,2,3.2,0.081,-1,0.6,-0.4,0.8
Markelle Fultz,7026240,1st Round Pick,"$15,366,120",SG,19,PHI,10,176,10.3,0.404,0.014,0.233,4.5,10,7.4,27.6,1.6,1.4,11.1,22,-0.1,0.2,0.1,0.025,-4.7,-0.5,-5.1,-0.1
Markel Brown,0,,$0,SG,26,HOU,4,31,-1.3,0.357,0.714,0,3.7,14.5,9.1,8.7,0,0,22.2,12.8,-0.1,0,0,-0.064,-6.6,-1.8,-8.4,-0.1
Mario Hezonja,4078320,1st round pick,"$4,078,320",SF,22,ORL,71,1544,13.6,0.544,0.437,0.162,2.7,16,9.3,9.4,2.4,1.6,11.4,19.8,0.4,1.7,2.1,0.065,-1.1,0.2,-0.9,0.4
Mario Chalmers,2106407,Minimum Salary,"$2,106,407",PG,31,MEM,62,1353,10.1,0.5,0.424,0.298,1.1,12,6.4,21.6,2.8,0.8,18.8,19.4,-0.7,1.2,0.6,0.02,-2.3,-0.5,-2.8,-0.3
Marcus Smart,4538020,1st Round Pick,"$4,538,020",SG,23,BOS,54,1614,10.8,0.479,0.483,0.258,3,9.8,6.4,23.9,2.2,1.2,18.4,19.5,-0.6,2.5,1.9,0.057,-1.6,1.2,-0.4,0.7
Marcus Paige,0,,$0,PG,24,CHO,2,15,18.8,0.507,0.375,0.25,0,22.1,10.8,22.1,0,0,0,25.7,0,0,0,0.139,1.2,-3.6,-2.4,0
Marcus Morris,5000000,Bird Rights,"$10,375,000",PF,28,BOS,52,1398,14.8,0.547,0.385,0.255,3.4,18.7,11.2,8,1.2,0.7,8.8,23,1.2,2.1,3.3,0.115,-0.9,-0.5,-1.4,0.2
Marcus Georges-Hunt,1312611,Minimum Salary,"$1,312,611",SG,23,MIN,41,223,6.3,0.498,0.298,0.447,3.6,4.7,4.2,4.1,1.3,0,5.1,11.8,0.1,0,0.2,0.038,-2,-2.7,-4.7,-0.2
Marco Belinelli,6306060,,"$6,306,060",SG,31,TOT,76,1838,14,0.581,0.508,0.216,1.1,7.1,4.1,11.9,1.6,0.4,10.1,20.3,2.2,1.2,3.4,0.089,0.7,-2.2,-1.5,0.2
Marco Belinelli,6306060,,"$6,306,060",SG,31,PHI,24,628,13.6,0.637,0.502,0.197,0.9,5.5,3.3,8.7,1.2,0.8,12,18.8,0.9,0.6,1.5,0.116,0.8,-1.9,-1.1,0.1
Marco Belinelli,6306060,,"$6,306,060",SG,31,ATL,52,1210,14.1,0.555,0.51,0.225,1.2,7.9,4.6,13.6,1.9,0.2,9.2,21.2,1.3,0.6,1.9,0.075,0.6,-2.3,-1.7,0.1
Marcin Gortat,12782609,Bird Rights,"$26,347,827",C,33,WAS,78,1967,14.9,0.55,0,0.299,9.8,24.1,17,10.8,1,2.6,13.5,15.6,2.4,2.3,4.7,0.116,-1.5,1.9,0.4,1.2
Marc Gasol,22642350,Bird Rights,"$46,761,375",C,33,MEM,72,2374,17.3,0.531,0.309,0.33,3.6,25.4,14.2,21.5,1.1,4,14.1,25.7,1.3,2.6,4,0.08,-0.2,1.7,1.5,2.1
Manu Ginobili,2500000,,"$5,000,000",SG,40,SAS,62,1241,12.4,0.544,0.409,0.285,1.7,10.1,5.9,18.8,1.7,1.1,16.7,21.3,0.4,1.6,1.9,0.075,-0.9,-0.4,-1.2,0.2
Mangok Mathiang,0,,$0,C,25,CHO,4,20,18.1,0.538,0,0.143,15.9,38.7,27.1,0,2.4,0,0,16.1,0,0,0.1,0.181,-4.2,-5.8,-10,0
Malik Monk,2904480,1st Round Pick,"$6,351,960",SG,19,CHO,60,778,8.5,0.457,0.571,0.071,1.1,8.1,4.5,15.4,1.1,0.9,10.3,24.2,-0.9,0.5,-0.4,-0.027,-2.1,-3.3,-5.3,-0.7
Malik Beasley,1700640,1st Round pick,"$3,474,480",SG,21,DEN,61,581,8.8,0.504,0.458,0.186,2.7,11,6.9,7.4,1.3,1,11.1,16.1,0,0.3,0.3,0.023,-2.8,-2.5,-5.3,-0.5
Malcolm Miller,0,,$0,SF,24,TOR,15,126,8.9,0.638,0.75,0.143,3.6,9.6,6.7,3.2,0.4,1.3,14.4,12.1,0.1,0.1,0.2,0.086,-0.5,-1.6,-2,0
Malcolm Delaney,2500000,Room Exception,"$2,500,000",PG,28,ATL,54,1014,10.7,0.519,0.435,0.323,1,10,5.5,23.5,1.7,0.5,16.9,16.9,0.4,0.6,1,0.047,-2,-1.6,-3.6,-0.4
Malcolm Brogdon,1312611,Cap Space,"$1,312,611",PG,25,MIL,46,1404,14.3,0.579,0.319,0.174,1.9,10.8,6.4,16.3,1.5,0.8,11,19.1,2,0.7,2.7,0.093,0.6,-1.8,-1.2,0.3
Malachi Richardson,1504560,1st Round pick,"$3,073,920",SG,22,TOR,1,5,10.5,0.5,0.5,0,0,22.1,11.2,0,0,0,0,17.5,0,0,0,0.044,-5.1,-6.5,-11.6,0
